,x,y,label
2538,-1.1587182,7.729709,Male
7638,0.6214501,7.9190326,Female
13848,-9.164533,2.11557,Male
9234,9.185471,0.19175118,Male
10782,4.5912905,-3.8675017,Male
26948,-2.8238769,-9.688031,Female
18695,6.105974,3.563692,Female
7831,-0.4641374,7.675428,Female
28185,-7.0431404,3.3154593,Female
21720,3.4406974,4.411923,Male
24433,2.9758787,-5.752046,Male
2596,-2.8813062,7.703761,Male
22988,-7.0887203,2.2174008,Female
4797,5.5498667,-4.7638154,Male
4488,-0.2817986,6.176897,Female
17198,3.2227595,-1.5976021,Male
377,-7.754248,-2.8671708,Male
357,9.810921,5.0165772,Male
27298,1.7083904,2.8843362,Female
20630,-5.662724,4.7519975,Female
26770,-5.0416923,1.5373074,Female
8724,-3.142688,0.84522796,Female
10323,-6.735223,-6.664404,Male
15287,0.67472005,5.5021777,Male
17185,3.764722,-1.9680305,Male
5537,9.284609,3.5294964,Male
25140,-2.5033557,-10.869857,Male
600,1.0673724,-7.706161,Male
2087,-4.4852686,-6.527143,Male
9057,-0.9428584,2.062534,Female
26091,1.1453184,3.5270035,Female
7504,-5.9616675,-4.6862965,Female
25977,1.3152429,3.9821968,Female
14802,3.8603127,10.362502,Male
18388,-0.585675,11.334395,Female
20302,6.3717194,5.455885,Female
5809,-5.3231897,3.0103664,Male
10384,-2.1442552,-0.32436034,Male
16097,-3.3974123,0.77511126,Male
4352,-2.3444228,8.392619,Female
7144,-5.2232504,-6.082462,Female
6064,-2.5679998,0.65704674,Female
17584,0.5967403,-2.5958169,Male
21348,-11.368806,2.1374536,Male
26890,5.208888,-1.7923521,Female
28402,-4.5183043,6.352849,Female
8805,-0.82535946,6.655285,Female
14202,-2.327829,1.5278424,Male
28170,-5.29704,3.582201,Female
12608,6.1744184,1.4313399,Female
6056,-1.7812933,-8.212581,Male
19394,-4.1733003,-10.074555,Female
25167,6.2391157,0.4921908,Male
26687,0.93871534,4.1205335,Female
28481,0.8915439,0.5510079,Female
14250,1.4217172,-5.768089,Male
21731,3.1986704,1.7064582,Male
9448,-0.88738644,0.30796283,Male
5385,-1.3222775,-10.342845,Male
24458,1.2890999,-2.96518,Male
4318,-8.348524,2.6315064,Female
2652,-5.666054,10.494369,Male
6017,4.093127,3.4271677,Male
24709,-5.4597054,-4.035614,Male
22725,6.1006517,3.3925326,Male
26000,0.23892373,0.92106336,Female
17195,5.6104007,-1.6482946,Male
14521,-6.518118,1.6233175,Male
6473,-8.705203,-4.0333395,Female
18732,-2.419054,-2.1003199,Female
113,-2.325042,-9.918252,Male
15573,-5.2286863,5.855618,Male
472,-2.3088436,-10.205615,Male
17316,-2.8286026,-2.017483,Male
13633,3.760814,-3.49265,Female
21333,-0.60530216,3.2318525,Male
13512,7.4614215,-0.5405923,Female
5866,10.098794,3.2009509,Male
27459,-6.8690743,0.9684717,Female
27834,-5.794092,-4.1402497,Female
10119,-3.146703,-9.00965,Male
12620,7.18907,-2.971359,Female
848,-7.833818,-0.9922176,Male
5049,2.017296,4.157282,Male
23612,-3.277766,-8.823099,Female
4571,9.798081,0.34290278,Male
28115,-1.8138944,2.2464087,Female
15024,-4.700797,-4.298588,Male
24227,-4.8970675,1.6512942,Female
3773,1.6257613,6.676364,Female
21454,-0.28681457,5.151785,Male
23537,1.5999466,2.1255267,Female
12202,8.530169,3.0598533,Female
27792,-9.307005,-0.62330633,Female
15624,-1.9290345,2.6388836,Male
12613,8.379597,-0.8590246,Female
135,-9.687485,1.1510817,Male
21461,0.008806902,7.3820243,Male
12766,-1.4551771,-11.221476,Female
19230,-3.6230674,-10.608163,Female
20193,-8.551613,4.7184258,Female
19490,-3.5106025,-10.722917,Female
21964,-0.95450544,6.0972266,Male
13640,9.198772,-0.42586634,Female
23500,-2.5613008,5.599095,Female
2584,-1.2446362,-0.64408743,Male
13835,-4.5081267,-3.1100535,Male
18124,-8.696367,-1.8493878,Male
10279,-5.307722,3.188727,Male
8790,-5.972032,5.925617,Female
27959,-3.9224665,4.8144794,Female
3039,-2.6710014,7.909058,Female
21635,3.0523703,1.9883577,Male
18423,11.1136465,2.7673986,Female
3997,-1.7403553,7.629888,Female
19515,-1.824309,-6.6848297,Female
18938,-2.5562432,7.6908937,Female
6566,-7.8108964,2.7053201,Female
28764,-9.51119,2.6496458,Female
26510,5.2136564,4.549428,Female
11106,6.111004,-0.43760926,Male
11480,0.97795194,-1.5616794,Male
25210,3.0852144,-2.056186,Male
425,-10.548434,0.2531099,Male
23194,-0.5537435,0.04619355,Female
23176,-3.855467,1.676655,Female
5268,-10.546584,4.00004,Male
22474,-1.2539122,3.965171,Male
4693,2.6667218,6.002533,Male
12584,-5.962563,5.814022,Female
27075,1.8525189,-0.24818954,Female
23848,-4.6858945,-8.736686,Female
6810,-6.132545,-3.8216236,Female
2531,-2.9334707,11.518711,Male
16561,-4.574823,10.879579,Male
24192,-4.999535,4.945153,Female
23829,-2.1315377,0.2439298,Female
23730,-0.17202237,0.95717597,Female
13876,-5.16831,-0.28385618,Male
7015,7.245772,2.9962656,Female
28505,-0.39664444,3.768556,Female
4111,-5.9870806,7.399258,Female
27785,-6.581607,0.80484277,Female
26201,0.4581519,5.043387,Female
11406,6.420631,-0.2989853,Male
24869,4.0230675,3.3382893,Male
5360,2.180698,5.9884114,Male
10025,-5.0431395,11.1170225,Male
11850,-7.0021954,-1.3232932,Male
25096,-6.449619,5.874176,Male
26748,0.12847435,4.3572664,Female
5235,5.020838,3.5605178,Male
24877,4.789402,-3.2407553,Male
26575,1.2119218,3.3059955,Female
2197,-3.2660823,9.3221245,Male
28790,-9.2097845,4.3359385,Female
16293,0.121917315,-9.634167,Male
25442,0.5647567,-0.6543206,Male
16124,0.8982744,-2.4555326,Male
20255,0.7321298,-4.641508,Female
8700,-2.0099418,7.0264573,Female
15046,-9.360359,5.4897013,Male
653,-10.471694,-0.835585,Male
13804,1.4694717,-2.7899754,Male
21717,-4.821241,0.36800867,Male
7662,-4.097819,7.2416515,Female
23947,2.6561372,0.60643613,Female
3234,2.5249302,8.462271,Female
21040,1.3586192,8.770183,Female
10590,-3.5073216,9.80309,Male
10918,2.443953,-5.496998,Male
9305,-5.01067,9.282291,Male
20777,-4.880355,3.2048452,Female
23448,0.23584151,6.848834,Female
22799,-4.6889906,-7.562814,Female
8565,-1.6708903,5.8652787,Female
2099,-0.013568346,2.7607844,Male
21090,-7.0068927,2.8783376,Female
24319,5.2262406,-3.0286305,Male
22151,1.0088928,5.497658,Male
24927,-3.800864,-5.6695666,Male
24862,-5.365921,-2.514278,Male
1275,-0.8289323,-9.815609,Male
22397,0.0024941047,-7.4011292,Male
27931,-3.9787438,6.4094534,Female
4304,3.9108431,-1.2083973,Female
710,-7.4446974,-3.307252,Male
16680,10.122592,3.8417363,Male
21597,0.8688414,6.426872,Male
9901,-4.750862,9.843004,Male
2132,1.5606076,4.4111876,Male
26595,-6.2186284,-0.82129025,Female
22727,-1.0831087,-8.545908,Male
21917,5.712837,4.758705,Male
10731,7.6097755,-3.6716108,Male
26138,-2.2112832,-8.263398,Female
14576,3.3245006,-2.7256637,Male
26597,3.6536562,5.839153,Female
28377,-7.945406,2.139812,Female
28444,-3.1555033,-1.7942439,Female
9054,-3.3988707,2.636137,Female
10041,-3.8757315,-5.6197853,Male
26700,-4.567325,1.5463006,Female
13714,-6.948005,-6.659094,Male
9912,-8.97806,0.018850785,Male
16245,-2.417079,-5.3912406,Male
12736,6.765439,-2.4146986,Female
26710,-0.41324994,5.1529675,Female
26639,2.056439,-3.3697186,Female
26364,4.188361,2.773549,Female
11892,-3.9749162,5.3969483,Male
8830,-1.1137218,6.8821993,Female
4132,-6.660542,8.282748,Female
4622,-4.1440477,-1.3941816,Male
566,-8.494979,0.92099607,Male
27622,-6.285485,3.0136118,Female
8973,-0.03398078,10.508431,Female
19860,1.9885896,2.8702595,Female
22714,7.2451243,7.8736806,Male
21369,-0.9910881,4.346074,Male
22930,-3.0299354,-10.582357,Female
5381,2.7935078,1.4729527,Male
13740,-3.8572438,10.244031,Male
5458,3.6025074,1.4198475,Male
12147,3.8837495,2.0983703,Female
21920,-1.3293443,-2.8903208,Male
26552,-0.33574125,8.836075,Female
10734,8.458406,0.99040776,Male
22025,2.2356482,3.2578254,Male
6947,-3.9434013,-11.459142,Female
19566,-0.34828594,5.6148186,Female
11289,3.224161,-1.0474296,Male
18168,-4.6121836,4.456694,Male
9431,-2.1255188,-3.2066784,Male
26728,0.6810346,0.9412331,Female
14491,-4.533529,5.08643,Male
20639,-2.0899644,-0.9426871,Female
1795,-2.9092314,-3.3777962,Male
20726,-6.568768,7.09847,Female
15053,-0.16369106,-2.090843,Male
1057,-0.7506177,-6.5615125,Male
10156,-5.7851,8.055303,Male
7687,-2.36995,-10.928328,Female
2629,-9.56511,6.5628915,Male
7699,-3.4528003,-9.4572735,Female
2731,-3.3882456,-1.2229694,Male
4816,4.497595,3.3941503,Male
18253,-2.435203,-6.8770003,Female
10159,-0.0550371,-5.4700527,Male
5646,4.6704755,0.6955229,Male
25367,4.0909705,-1.9661502,Male
12967,8.146257,-3.5499372,Female
17922,-7.1683893,-0.5928083,Male
25395,1.4595593,-4.5736547,Male
445,-2.3712957,-3.9498067,Male
24513,-7.314897,-3.8005197,Male
8913,0.82221556,6.8543925,Female
4800,-0.1278551,4.122052,Male
17789,-9.264427,-4.746757,Male
2543,-3.247508,-8.262151,Male
4623,0.6719768,9.814621,Male
23031,-3.4066956,2.987488,Female
14454,-4.9912744,8.149984,Male
10467,-4.4417243,10.248435,Male
16845,-4.6722207,-2.8210382,Male
16596,-2.3072436,10.059495,Male
8612,1.1403035,-6.175617,Female
284,10.589334,4.9233656,Male
998,-2.3084269,-10.134042,Male
15622,-5.428369,7.8091483,Male
11373,7.0431046,-2.3774598,Male
5020,5.170328,5.3429284,Male
25947,2.8752086,3.1747046,Female
24999,1.5397418,0.31845665,Male
7361,-2.9515934,-9.47988,Female
22028,4.124989,3.666161,Male
1718,-2.447029,-8.592553,Male
14058,3.3087633,-2.5715346,Male
17190,1.7309946,-3.4555497,Male
26297,-3.467952,3.8269749,Female
4768,3.7336304,8.355134,Male
20395,-4.2964025,-5.4001637,Female
4281,-3.0911152,10.510746,Female
7199,-6.045022,-5.4460626,Female
22875,-2.4687634,-9.481961,Female
4533,4.053399,5.306408,Female
26335,10.802348,3.1165488,Female
20351,1.354451,3.47142,Female
17328,4.2044706,2.1627252,Male
7530,-5.1892586,-3.3842633,Female
15466,-2.2572691,10.121784,Male
7040,8.2761755,0.11569147,Female
9748,-0.52778894,1.1191365,Male
11583,6.9262137,-2.8679125,Male
8469,-0.45057946,3.3309605,Female
3661,-2.213729,8.313014,Female
19022,8.386406,1.2299083,Female
8352,-2.8885791,0.6187537,Female
5426,-7.8570275,5.5342393,Male
2379,-4.929212,3.7811062,Male
18194,-5.696787,0.88320595,Female
26026,-1.4623891,5.3692427,Female
682,-2.617369,0.024924614,Male
111,-10.097698,0.6683762,Male
28509,-5.730385,5.869452,Female
8342,-2.7879286,7.1597347,Female
7324,-7.4875054,-2.9023306,Female
19147,9.340976,3.317075,Female
24883,2.2418425,-4.783558,Male
3411,-0.73613125,0.050274957,Female
25840,-4.49659,-9.924654,Female
3977,-4.795106,6.9549327,Female
13962,-5.521673,-1.5285745,Male
4403,-5.2576013,4.583846,Female
7393,-8.25064,-3.5420594,Female
11395,-4.562033,-4.1926436,Male
1374,10.58304,4.926956,Male
24287,9.803195,4.1283875,Male
25099,4.880162,0.21754487,Male
27590,5.482444,9.073366,Female
27059,0.117971465,2.9293818,Female
15589,-1.9911274,-8.657201,Male
4315,4.3985004,4.659433,Female
4878,0.71047205,5.179955,Male
15060,-1.2074997,-7.705252,Male
18795,7.160538,4.4197717,Female
15652,-3.4012003,-9.10592,Male
2661,-5.3285046,-6.0507026,Male
23667,-1.7500057,-5.027807,Female
5702,4.370792,-6.3682833,Male
17234,-10.494152,1.0472844,Male
7020,-3.2374904,-10.172246,Female
10999,6.9330964,1.4196912,Male
21643,8.216218,3.150072,Male
13259,5.7941327,-1.9288131,Female
3788,-4.87598,8.336129,Female
16147,-1.5846045,-2.6275945,Male
21145,6.912949,4.422966,Female
9468,0.39253786,-8.511396,Male
12920,8.180615,-0.91930306,Female
6259,-7.2551126,-1.9167255,Female
18866,4.2382793,3.8486063,Female
7599,-1.8496666,6.9000106,Female
17298,0.52690727,-2.9877558,Male
13315,9.096483,0.22504568,Female
23661,-4.125929,-6.1495466,Female
5942,-7.6467524,6.1220207,Male
13220,7.102595,-1.563868,Female
16863,3.5414023,-2.2065344,Male
22587,3.8912778,9.821603,Male
13468,7.422338,-1.1117702,Female
18499,-2.7854009,-7.4505696,Female
648,9.4406,3.7354846,Male
21765,-1.6317582,-8.530046,Male
18346,-2.5266948,1.657794,Female
7334,-6.2785544,-4.5020022,Female
17855,-9.381442,-0.2112473,Male
12256,-0.369939,-2.5496755,Female
16601,-6.6444287,8.350338,Male
6220,-6.803097,-4.625367,Female
20474,-1.8914281,-3.4979799,Female
17687,-3.8521028,-2.0925717,Male
25499,1.1546408,6.127181,Male
17048,2.062345,-4.1803465,Male
18898,-8.008853,3.5038953,Female
10431,9.11519,0.66712564,Male
3651,2.7236443,3.7558904,Female
11149,6.3219624,-1.6670417,Male
17736,-3.7393954,4.4624104,Male
7411,-6.8890734,-4.4538593,Female
3684,-1.4872003,-1.4530753,Female
10632,4.9512143,-1.6647879,Male
21658,3.088376,3.85196,Male
24957,3.7221923,1.7404721,Male
21501,-2.0864654,-9.182825,Male
2481,-3.6277006,5.5616117,Male
19207,4.1597586,4.898311,Female
16367,-0.80848646,-3.3345382,Male
6903,1.7965564,-2.459603,Female
18488,6.406962,-2.8070626,Female
15306,-0.8035336,5.8235884,Male
7532,-7.1792684,-2.0902276,Female
15814,-6.9730654,6.3805737,Male
9047,-4.3690033,3.3968582,Female
22545,-5.1632895,3.1865306,Male
15752,-5.113168,9.236598,Male
1602,-1.8909457,-8.352244,Male
19384,-2.5308464,4.13457,Female
16758,-4.9114585,-2.7167914,Male
11250,7.309256,-3.888467,Male
19837,-3.1882913,6.75906,Female
3475,-2.8882196,1.2877504,Female
318,-5.3944016,-4.8775873,Male
14339,9.668271,1.7550832,Male
26784,4.2109475,6.245621,Female
22904,-2.5140924,-6.3551836,Female
20721,0.8314625,2.1864436,Female
28013,0.18306777,0.3860527,Female
18306,3.5058067,2.5013518,Female
7121,-5.8532467,-4.463351,Female
20355,5.5489902,7.100915,Female
18603,8.699918,1.3565164,Female
22134,-0.7055449,-6.3363028,Male
16258,-0.40022966,5.182953,Male
16324,-2.2836032,-3.0345452,Male
25691,-0.61281526,-4.4282403,Male
7068,-2.381638,-12.00854,Female
21728,-0.568081,-3.8166354,Male
25208,-0.50242555,-2.082155,Male
23213,-0.28652513,-7.0160856,Female
21095,7.6141257,2.160321,Female
4775,3.442583,5.962722,Male
8822,2.354966,3.7458575,Female
10113,-3.1318815,-4.459367,Male
8499,-1.3278643,7.1257954,Female
12077,6.363436,-3.419544,Male
27036,-2.5736473,-11.444693,Female
84,9.628767,0.69760555,Male
10498,-6.5233345,-6.766552,Male
19186,-1.0889271,6.1992826,Female
3851,-0.9902854,11.073752,Female
25214,1.0137285,-1.1193984,Male
14615,-0.48562202,-2.1735785,Male
12455,7.338985,-2.4589353,Female
27921,-2.0154133,2.448879,Female
22362,-2.379836,-9.25274,Male
19188,-2.6907074,9.440621,Female
10432,-2.0677183,-1.2171676,Male
19141,-5.5624914,10.625914,Female
18598,-0.64595264,3.9111133,Female
3607,-3.223489,8.364867,Female
11075,2.8051996,-0.6537659,Male
22895,-9.396639,-2.5432215,Female
6153,-7.3723903,-4.5540557,Female
26064,-2.765021,3.256686,Female
1320,-6.133613,-7.0706863,Male
20736,-4.990404,-0.0045880973,Female
27549,-5.4301767,-2.313106,Female
20993,-4.4532027,4.223171,Female
26030,-1.7017263,3.502642,Female
5380,-6.4246173,7.5586905,Male
5817,7.9311676,3.6634684,Male
19239,-0.17053427,5.803275,Female
27731,-2.360239,5.1594524,Female
6115,-6.831222,-2.3427737,Female
20060,5.5559835,7.6858716,Female
8360,0.74050355,7.316155,Female
27181,4.1037617,4.465883,Female
15104,1.3716555,-2.7510562,Male
1143,0.7127498,-10.017846,Male
8486,-4.427073,6.946015,Female
551,11.471557,2.763291,Male
15238,-3.4722927,9.172948,Male
21810,8.415545,3.7514486,Male
8590,-1.660286,6.855872,Female
28049,-6.306657,3.1206365,Female
2803,-8.342623,7.613205,Male
1046,0.20679303,-10.256312,Male
149,-8.595853,6.4679995,Male
3069,2.595859,3.5516505,Female
8684,-0.37620628,9.662504,Female
94,-8.463176,-1.2888901,Male
7625,1.1587878,0.6768701,Female
17697,4.3390374,1.3030969,Male
14724,-6.9735703,7.691159,Male
914,-2.65011,-9.944165,Male
9793,-4.465309,-1.073476,Male
12863,8.631337,-0.23110868,Female
28699,2.4193044,-1.4892637,Female
28479,-6.719033,5.791778,Female
24257,3.0615733,-2.2484148,Male
1496,11.583959,2.6342187,Male
27444,4.6498613,5.0452533,Female
17760,0.89527875,0.051557343,Male
13742,-6.276764,8.950586,Male
22133,-2.269507,7.307721,Male
4885,4.637939,0.87000585,Male
10633,7.8456063,1.5898778,Male
25256,0.5139145,-2.0679088,Male
7098,-8.067786,-3.2602446,Female
18144,-7.4650717,-0.2986419,Male
7873,1.6937145,6.6767106,Female
28796,-9.329097,4.11738,Female
28654,-2.6634567,2.7553742,Female
19317,4.87838,4.551599,Female
11548,5.9693785,-1.6947848,Male
17753,-3.5054395,-2.5186045,Male
12333,5.655911,-1.6366074,Female
17977,-6.457898,5.7274194,Male
17518,0.60276043,-0.93513715,Male
25116,5.3533287,0.51465005,Male
14544,-7.3263307,8.71651,Male
14297,-6.1622286,-3.0401254,Male
10121,-0.22760688,-7.894506,Male
4901,8.791869,5.299071,Male
16467,-4.98381,10.730628,Male
14007,5.433824,0.43574476,Male
14801,-7.060471,-0.46195138,Male
5145,0.9188392,4.4897375,Male
20477,-4.0347404,6.02149,Female
7284,2.4085462,1.7646478,Female
5568,8.593615,4.322763,Male
1967,-1.3655456,-2.5167146,Male
25685,7.77615,0.12889639,Male
9376,-3.1282954,6.8645554,Male
24106,-7.819783,5.5464463,Female
28648,-8.551818,3.8953216,Female
1634,-0.5554076,-6.855274,Male
13086,8.557999,1.8634932,Female
7402,-5.51018,-1.9640404,Female
26074,-4.6829147,-8.439469,Female
19025,4.4786053,4.8087316,Female
9809,-0.053314924,5.1591606,Male
17739,-6.3886127,0.37066033,Male
23677,-5.718294,6.2763844,Female
23513,-4.038375,-8.526203,Female
3037,11.906796,2.674434,Female
9671,-3.9123733,-8.583381,Male
622,-9.062935,0.16911219,Male
6246,-6.0388536,-4.3689847,Female
926,-6.7998686,-3.9737585,Male
9690,-6.096653,8.417251,Male
19470,7.117374,4.2286525,Female
16483,-7.125872,1.8666174,Male
18110,-5.9433947,-0.4146896,Male
14091,-4.1048846,-1.2334186,Male
27118,-0.7851853,0.6990364,Female
13253,8.997412,0.26314482,Female
27161,2.5689218,5.6194634,Female
18470,-6.671472,0.42734313,Female
1332,-8.72364,-2.408143,Male
9224,-1.4482477,0.6447088,Male
5149,7.3296475,-0.7682708,Male
27750,-3.8809333,1.7437992,Female
10522,-1.1995249,-0.98658466,Male
2688,0.08534304,1.7818928,Male
1714,-0.49167043,11.251165,Male
27363,-4.9230413,5.732733,Female
15342,-0.65596735,-0.104014754,Male
2059,4.2583714,7.998846,Male
26478,3.3569794,2.8155508,Female
6037,-1.5166796,9.908902,Male
8523,-0.7550235,10.960906,Female
3855,0.110304385,0.09440448,Female
20600,6.4218855,4.5605526,Female
8122,-4.940823,8.287458,Female
7518,-2.7635887,-4.630661,Female
20076,6.814506,5.3585706,Female
12090,4.92462,-4.443477,Male
23838,6.3856597,5.6410627,Female
10907,3.4653506,0.56672937,Male
19433,1.0361269,-7.9605355,Female
10080,-3.392306,2.0580363,Male
8508,2.7788813,7.784134,Female
15575,-1.9629759,5.3205705,Male
7580,-1.5382005,-5.7122808,Female
15895,-7.0375733,0.7199541,Male
27717,-5.9166183,7.125858,Female
19510,-1.4989203,8.352183,Female
7845,0.4112421,7.456764,Female
27193,1.2517464,6.5342526,Female
21091,-1.054299,1.690329,Female
27348,-7.413418,5.4955554,Female
2818,-7.5663834,8.0336,Male
22200,9.127709,2.7530668,Male
950,-9.563413,0.9801204,Male
5362,-0.3870497,7.2508917,Male
17005,-3.3957167,-3.0248,Male
19527,4.7846375,4.9304056,Female
21614,0.5833153,2.9388583,Male
12723,6.857958,-1.7942452,Female
12759,-7.174248,-2.296882,Female
21397,-0.90544575,4.1165166,Male
20624,-3.9589686,1.1360546,Female
6385,-8.533445,-3.5787234,Female
15568,-1.9076692,11.001345,Male
1639,-6.0510015,3.5616367,Male
5200,-3.1391628,0.36128515,Male
19674,-6.4070606,-6.8940597,Female
22503,-1.4731567,-10.497803,Male
6451,-7.482671,-2.5538828,Female
18523,-4.889734,1.1389307,Female
17542,-6.8076463,-2.887527,Male
11921,2.0037456,-6.2450647,Male
19972,4.010503,4.2361484,Female
21746,1.5548025,4.394869,Male
16674,-3.3536165,10.382693,Male
15760,-2.7890222,9.65879,Male
19699,-1.1665336,6.628791,Female
7316,-0.011777437,-0.6465311,Female
1965,-6.567182,-2.732209,Male
14661,-9.862546,5.677092,Male
25004,-3.5790293,-1.3331988,Male
26991,2.088615,5.5838346,Female
18359,-1.3308403,4.3622723,Female
2025,-3.1452131,-0.01734659,Male
22089,0.90485436,1.758368,Male
13227,7.528683,-0.34592935,Female
28780,-8.484932,2.7023618,Female
11761,-6.7266374,2.591335,Male
11137,4.7622995,-1.2847741,Male
4963,3.1568134,1.4195483,Male
4127,1.5015651,1.1347481,Female
10573,-2.7775545,9.494836,Male
25639,-5.3272767,-3.3107133,Male
7681,1.5028797,2.4151292,Female
28494,-3.2886157,5.871665,Female
2928,-2.353589,-0.19178066,Male
19242,-4.7027135,6.666102,Female
1790,-1.0075084,-2.568755,Male
6954,-6.9721746,-4.395432,Female
21872,3.4588525,4.121912,Male
16764,-7.177111,-2.4272258,Male
18143,-9.015379,0.31515697,Male
16031,-3.0722053,-7.411434,Male
7026,-5.7664967,-6.495246,Female
21215,-0.069720685,3.0922685,Female
6707,-4.204933,-6.140615,Female
17703,5.4576077,0.21411048,Male
19514,-7.0958166,6.415867,Female
12179,6.2558756,0.5260315,Female
1593,-5.3531985,-6.028214,Male
19831,-2.9576428,4.5268183,Female
4383,-2.9242296,-7.62793,Female
7527,-7.0100355,-3.3212028,Female
700,-11.3055525,2.93035,Male
21465,1.9806577,5.7528453,Male
24104,-8.860595,1.3247099,Female
25672,-4.979003,-0.9460421,Male
17431,-5.966053,0.12871416,Male
11377,4.252546,-0.16702527,Male
28016,-5.355279,5.0344,Female
4029,-5.8237033,5.811385,Female
12187,-2.3067298,-10.22288,Female
28588,-3.257913,5.7614512,Female
19911,-2.843894,6.7116537,Female
10614,3.8867795,-4.489016,Male
764,0.6612002,-6.8439684,Male
3116,-5.435416,10.492216,Female
14045,-4.9415627,-3.5506082,Male
4342,7.714125,4.852309,Female
758,-9.600446,-2.0302114,Male
14149,-4.8786488,-3.426249,Male
6598,0.082835875,-4.4247766,Female
10923,-7.2841496,0.29152256,Male
12431,7.883844,0.012654386,Female
28795,-5.4788365,-1.580937,Female
21749,1.3850983,3.0949237,Male
38,-7.174589,-0.24550247,Male
3613,0.33172768,4.747577,Female
9647,-3.5507612,11.468771,Male
19759,-3.0267396,-3.3000271,Female
11853,3.017747,-4.5476785,Male
16584,-3.0377445,-0.14578046,Male
5274,8.966832,2.921289,Male
7478,9.148341,-0.41690186,Female
7203,-7.8948407,-3.6704826,Female
2894,-6.238892,-7.9075174,Male
5046,-7.180656,7.197035,Male
18859,8.804351,4.8438125,Female
4587,1.5371023,2.9551194,Male
12562,2.342581,-1.658337,Female
15975,5.2832913,0.5382647,Male
28571,-4.007016,6.6025114,Female
14480,-0.9628428,-9.671242,Male
9245,-2.393445,-0.38249937,Male
24745,1.1021029,-4.7389545,Male
13977,0.70931745,-3.114976,Male
13989,-6.264975,-5.267302,Male
8698,-1.4253056,8.293,Female
28362,-0.8952114,3.2760198,Female
25782,-2.0487702,6.6695385,Female
14972,-2.1766722,-5.369931,Male
7572,-6.4437447,-2.9416707,Female
6301,-8.336769,-3.8465083,Female
21695,5.026388,3.616161,Male
20206,7.5149765,3.550271,Female
2807,-8.8679285,2.4963782,Male
21883,-0.8312672,3.3501492,Male
27474,-1.2224399,1.3174689,Female
28426,-2.4971843,4.98341,Female
13745,-0.47398922,5.133841,Male
8496,7.93021,4.6988745,Female
16550,-4.6357055,10.535187,Male
13469,6.6036215,-1.3102074,Female
19617,6.0271454,1.2220676,Female
9178,-2.4477785,-12.013068,Male
27381,-8.343822,3.1529775,Female
27032,-3.173802,1.4058796,Female
27666,-0.76304126,1.6811923,Female
252,10.413899,3.6234763,Male
6860,-5.369342,-4.933722,Female
5082,3.0901616,8.219095,Male
511,9.664127,5.3178306,Male
22213,-0.5789978,-2.7215905,Male
16004,2.6179435,2.216967,Male
15797,0.26896757,0.34389585,Male
18209,-3.0542278,-10.619727,Female
3333,-2.8337686,1.6027651,Female
25980,6.427865,4.343852,Female
25479,-0.8175907,6.290362,Male
8405,1.5448532,6.4056945,Female
14323,2.1222324,-2.7680159,Male
24079,-3.9968388,5.493521,Female
4062,-0.8456978,4.902308,Female
9060,-4.6379013,7.9128113,Female
750,-6.6285005,1.982107,Male
15370,-0.61439544,1.9566147,Male
17269,-4.3433304,5.9735165,Male
2348,-4.386353,-6.1157417,Male
6074,-4.917135,-3.0236614,Female
16917,-6.0796423,-3.7347288,Male
8934,10.407447,2.5624883,Female
27846,-8.305721,2.5967963,Female
21037,-6.4354863,4.577221,Female
10842,4.1605406,-0.6740963,Male
22631,1.4265056,0.19905466,Male
22576,1.7296206,0.2378139,Male
17661,7.2716413,2.73764,Male
6940,-5.33164,-4.9933796,Female
20835,-6.2968736,4.5710454,Female
22277,2.0549078,3.4921358,Male
13958,-8.077724,-2.8462286,Male
1465,-9.384748,1.017686,Male
25553,-9.147922,0.06715072,Male
14214,-7.5830646,0.7801522,Male
27329,-5.305899,6.5146127,Female
2390,-4.1923733,-7.0726376,Male
25045,0.18978521,-3.4985209,Male
13670,-1.6523676,3.4082558,Male
28320,-8.367717,2.4690692,Female
24406,2.586761,-1.3101043,Male
8573,-1.2814571,5.8036423,Female
25245,3.5843651,-1.8634164,Male
5297,1.9777073,4.5158978,Male
15971,-3.8384764,10.039674,Male
27669,-5.2336135,4.3091784,Female
26087,-1.2355864,-3.81443,Female
16045,-0.8464868,-0.27726144,Male
21405,-5.291887,7.2542915,Male
662,-2.2048821,-9.615579,Male
13340,7.272755,-1.324112,Female
6817,-3.010221,-9.072223,Female
24390,0.8122701,-3.4567652,Male
3467,-0.7479118,7.5808673,Female
15869,-1.8159039,9.626936,Male
18716,1.6343342,0.57703465,Female
527,-9.278964,-0.8615837,Male
23385,-1.4641933,0.3127713,Female
28201,-2.752885,1.0879735,Female
5468,-7.0591726,-1.1947521,Male
9176,-6.2169003,7.0883946,Male
8631,-1.2920244,7.484788,Female
8794,-0.9772882,2.7236638,Female
3781,-0.708022,8.244383,Female
21278,1.7319155,1.4298701,Male
20246,5.2352247,3.2443461,Female
429,-1.8329098,-8.696714,Male
15687,2.4853387,7.4490614,Male
7680,-0.62962615,7.4832387,Female
13781,3.9274442,9.774561,Male
21928,0.04090505,4.5076914,Male
13175,0.7124572,-6.1463537,Female
12627,7.7217836,-1.9063064,Female
4881,-4.2139254,4.7825813,Male
19659,8.155312,4.3549914,Female
5143,2.4992712,2.152588,Male
